/usr/local/lib/python3.11/dist-packages/transformers/utils/hub.py:124: FutureWarning: Using `TRANSFORMERS_CACHE` is deprecated and will be removed in v5 of Transformers. Use `HF_HOME` instead.
  warnings.warn(
/usr/local/lib/python3.11/dist-packages/huggingface_hub/file_download.py:949: FutureWarning: `resume_download` is deprecated and will be removed in version 1.0.0. Downloads always resume when possible. If you want to force a new download, use `force_download=True`.
opt_iter 311, matchness 0.1200
opt_iter 312, matchness 0.1400
opt_iter 313, matchness 0.0200
opt_iter 314, matchness 0.3400
opt_iter 315, matchness 0.0600
opt_iter 316, matchness 0.1400
opt_iter 317, matchness 0.2600
opt_iter 318, matchness 0.1200
opt_iter 319, matchness 0.1000
opt_iter 320, matchness 0.1000
opt_iter 321, matchness 0.1800
opt_iter 322, matchness 0.0600
opt_iter 323, matchness 0.1800
******************************Bayes Search!******************************
opt_iter 324, matchness 0.7400
opt_iter 325, matchness 0.0000
opt_iter 326, matchness 0.0600
opt_iter 327, matchness 0.4600
token acceptance rate: 0.9635854341736695
  2%|▏         | 2/100 [01:00<49:13, 30.14s/it]opt_iter 328, matchness 0.0200
opt_iter 329, matchness 0.0800
opt_iter 330, matchness 0.2600
opt_iter 331, matchness 0.2400
opt_iter 332, matchness 0.3200
opt_iter 333, matchness 0.0200
opt_iter 334, matchness 0.4200
opt_iter 335, matchness 0.4200
opt_iter 336, matchness 0.1400
opt_iter 337, matchness 0.0400
opt_iter 338, matchness 0.0800
opt_iter 339, matchness 0.2400
opt_iter 340, matchness 0.1800
opt_iter 341, matchness 0.0600
opt_iter 342, matchness 0.1400
opt_iter 343, matchness 0.2400
opt_iter 344, matchness 0.1000
opt_iter 345, matchness 0.1400
opt_iter 346, matchness 0.3000
opt_iter 347, matchness 0.1000
opt_iter 348, matchness 0.2200
******************************Bayes Search!******************************
opt_iter 349, matchness 0.5000
opt_iter 350, matchness 0.1800
opt_iter 351, matchness 0.3600
opt_iter 352, matchness 0.5800
opt_iter 353, matchness 0.5000
opt_iter 354, matchness 0.0000
opt_iter 355, matchness 0.2600
opt_iter 356, matchness 0.3600
opt_iter 357, matchness 0.1000
opt_iter 358, matchness 0.1400
opt_iter 359, matchness 0.0000
opt_iter 360, matchness 0.0800
opt_iter 361, matchness 0.1600
opt_iter 362, matchness 0.0400
opt_iter 363, matchness 0.1000
opt_iter 364, matchness 0.4200
opt_iter 365, matchness 0.0200
opt_iter 366, matchness 0.3000
opt_iter 367, matchness 0.1800
opt_iter 368, matchness 0.0600
opt_iter 369, matchness 0.1600
opt_iter 370, matchness 0.1000
opt_iter 371, matchness 0.1600
opt_iter 372, matchness 0.2000
opt_iter 373, matchness 0.0400
******************************Bayes Search!******************************
opt_iter 374, matchness 0.3600
opt_iter 375, matchness 0.1000
opt_iter 376, matchness 0.1000
opt_iter 377, matchness 0.4000
opt_iter 378, matchness 0.0600
opt_iter 379, matchness 0.1800
opt_iter 380, matchness 0.2600
opt_iter 381, matchness 0.1400
opt_iter 382, matchness 0.2000
opt_iter 383, matchness 0.2000
opt_iter 384, matchness 0.0800
opt_iter 385, matchness 0.2000
opt_iter 386, matchness 0.1200
opt_iter 387, matchness 0.1600
opt_iter 388, matchness 0.2600
opt_iter 389, matchness 0.1000
opt_iter 390, matchness 0.1800
opt_iter 391, matchness 0.3000
opt_iter 392, matchness 0.4400
opt_iter 393, matchness 0.2000
opt_iter 394, matchness 0.4000
opt_iter 395, matchness 0.1000
opt_iter 396, matchness 0.2400
opt_iter 397, matchness 0.3000
opt_iter 398, matchness 0.2200
******************************Bayes Search!******************************
opt_iter 399, matchness 0.6000
opt_iter 400, matchness 0.0800
opt_iter 401, matchness 0.2600
opt_iter 402, matchness 0.1800
opt_iter 403, matchness 0.1600
opt_iter 404, matchness 0.1000
opt_iter 405, matchness 0.0600
opt_iter 406, matchness 0.1000
opt_iter 407, matchness 0.2400
opt_iter 408, matchness 0.0200
opt_iter 409, matchness 0.2800
opt_iter 410, matchness 0.1200
opt_iter 411, matchness 0.1000
opt_iter 412, matchness 0.0400
opt_iter 413, matchness 0.0400
opt_iter 414, matchness 0.1200
opt_iter 415, matchness 0.2200
opt_iter 416, matchness 0.1800
opt_iter 417, matchness 0.1800
opt_iter 418, matchness 0.1000
opt_iter 419, matchness 0.1600
opt_iter 420, matchness 0.0400
opt_iter 421, matchness 0.1200
opt_iter 422, matchness 0.1000
opt_iter 423, matchness 0.1400
******************************Bayes Search!******************************
opt_iter 424, matchness 0.4800
opt_iter 425, matchness 0.2600
==============================Optimization Stopped because the optimization iter reaches the max tolerance!==============================
token acceptance rate: 0.9340974212034384
  3%|▎         | 3/100 [01:33<51:08, 31.63s/it]token acceptance rate: 0.9610027855153204
  4%|▍         | 4/100 [01:41<35:06, 21.95s/it]token acceptance rate: 0.9971014492753624
  5%|▌         | 5/100 [01:48<26:09, 16.53s/it]token acceptance rate: 0.9348441926345609
  6%|▌         | 6/100 [01:55<20:59, 13.40s/it]Token indices sequence length is longer than the specified maximum sequence length for this model (2181 > 2048). Running this sequence through the model will result in indexing errors
token acceptance rate: 0.936986301369863
  7%|▋         | 7/100 [02:03<17:56, 11.57s/it]token acceptance rate: 0.989100817438692
  8%|▊         | 8/100 [02:11<16:05, 10.49s/it]token acceptance rate: 0.957983193277311
  9%|▉         | 9/100 [02:20<15:21, 10.13s/it]token acceptance rate: 0.9598853868194842
 10%|█         | 10/100 [02:28<14:05,  9.39s/it]token acceptance rate: 0.9948453608247423
 11%|█         | 11/100 [02:35<13:01,  8.79s/it]token acceptance rate: 0.95
 12%|█▏        | 12/100 [02:43<12:36,  8.59s/it]token acceptance rate: 1.0
 13%|█▎        | 13/100 [02:52<12:37,  8.71s/it]token acceptance rate: 0.964824120603015
 14%|█▍        | 14/100 [02:57<10:34,  7.38s/it]token acceptance rate: 0.9666666666666667
 15%|█▌        | 15/100 [03:04<10:24,  7.35s/it]token acceptance rate: 0.9892761394101877
 16%|█▌        | 16/100 [03:11<10:06,  7.22s/it]token acceptance rate: 0.9616519174041298
 17%|█▋        | 17/100 [03:19<10:30,  7.60s/it]token acceptance rate: 0.9518413597733711
 18%|█▊        | 18/100 [03:27<10:32,  7.71s/it]token acceptance rate: 0.9610027855153204
 19%|█▉        | 19/100 [03:35<10:25,  7.73s/it]token acceptance rate: 0.9596774193548387
 20%|██        | 20/100 [03:43<10:16,  7.70s/it]token acceptance rate: 0.98
 21%|██        | 21/100 [03:51<10:14,  7.78s/it]token acceptance rate: 0.9831460674157303
 22%|██▏       | 22/100 [03:58<09:51,  7.59s/it]token acceptance rate: 0.9565217391304348
 23%|██▎       | 23/100 [04:05<09:40,  7.54s/it]token acceptance rate: 0.9148936170212766
 24%|██▍       | 24/100 [04:08<07:37,  6.02s/it]token acceptance rate: 0.9716713881019831
 25%|██▌       | 25/100 [04:16<08:18,  6.64s/it]token acceptance rate: 0.9525065963060686
 26%|██▌       | 26/100 [04:23<08:19,  6.75s/it]token acceptance rate: 0.9705882352941176
 27%|██▋       | 27/100 [04:30<08:23,  6.89s/it]token acceptance rate: 0.973293768545994
 28%|██▊       | 28/100 [04:37<08:23,  7.00s/it]token acceptance rate: 0.9598853868194842
 29%|██▉       | 29/100 [04:45<08:26,  7.14s/it]token acceptance rate: 0.9441340782122905
 30%|███       | 30/100 [04:52<08:24,  7.21s/it]token acceptance rate: 0.9448818897637795
 31%|███       | 31/100 [04:59<08:18,  7.22s/it]token acceptance rate: 0.9577464788732394
 32%|███▏      | 32/100 [05:07<08:13,  7.26s/it]token acceptance rate: 0.9922680412371134
 33%|███▎      | 33/100 [05:14<07:56,  7.11s/it]token acceptance rate: 0.9492957746478873
 34%|███▍      | 34/100 [05:21<07:52,  7.16s/it]token acceptance rate: 0.9752747252747253
 35%|███▌      | 35/100 [05:28<07:44,  7.14s/it]token acceptance rate: 0.9602649006622517
 36%|███▌      | 36/100 [05:34<07:17,  6.83s/it]token acceptance rate: 0.9736842105263158
 37%|███▋      | 37/100 [05:42<07:24,  7.05s/it]token acceptance rate: 1.0
 38%|███▊      | 38/100 [05:43<05:33,  5.38s/it]token acceptance rate: 0.9491017964071856
 39%|███▉      | 39/100 [05:51<06:08,  6.03s/it]token acceptance rate: 0.970074812967581
 40%|████      | 40/100 [05:58<06:20,  6.34s/it]token acceptance rate: 0.977961432506887
 41%|████      | 41/100 [06:06<06:40,  6.79s/it]token acceptance rate: 1.0
 42%|████▏     | 42/100 [06:08<05:10,  5.35s/it]token acceptance rate: 0.9798850574712644
 43%|████▎     | 43/100 [06:16<06:05,  6.41s/it]token acceptance rate: 0.9522546419098143
 44%|████▍     | 44/100 [06:24<06:12,  6.66s/it]token acceptance rate: 0.9691011235955056
 45%|████▌     | 45/100 [06:31<06:16,  6.85s/it]token acceptance rate: 0.9495798319327731
 46%|████▌     | 46/100 [06:38<06:19,  7.03s/it]token acceptance rate: 0.9696969696969697
 47%|████▋     | 47/100 [06:42<05:24,  6.12s/it]token acceptance rate: 0.9862637362637363
 48%|████▊     | 48/100 [06:50<05:35,  6.45s/it]token acceptance rate: 0.9681159420289855
 49%|████▉     | 49/100 [06:57<05:42,  6.72s/it]token acceptance rate: 0.9285714285714286
 50%|█████     | 50/100 [07:05<05:48,  6.97s/it]token acceptance rate: 0.9644808743169399
 51%|█████     | 51/100 [07:12<05:44,  7.04s/it]token acceptance rate: 0.9608938547486033
 52%|█████▏    | 52/100 [07:19<05:39,  7.08s/it]token acceptance rate: 0.9885057471264368
 53%|█████▎    | 53/100 [07:22<04:42,  6.02s/it]token acceptance rate: 1.0
 54%|█████▍    | 54/100 [07:29<04:48,  6.27s/it]token acceptance rate: 0.9685714285714285
 55%|█████▌    | 55/100 [07:37<04:55,  6.56s/it]token acceptance rate: 0.9633802816901409
 56%|█████▌    | 56/100 [07:44<04:58,  6.79s/it]token acceptance rate: 0.967930029154519
 57%|█████▋    | 57/100 [07:51<04:59,  6.96s/it]token acceptance rate: 0.9888888888888889
 58%|█████▊    | 58/100 [07:58<04:52,  6.97s/it]token acceptance rate: 0.958217270194986
 59%|█████▉    | 59/100 [08:06<04:50,  7.10s/it]token acceptance rate: 0.9750692520775623
 60%|██████    | 60/100 [08:13<04:45,  7.14s/it]token acceptance rate: 0.9465875370919882
 61%|██████    | 61/100 [08:20<04:43,  7.27s/it]token acceptance rate: 0.9591836734693877
 62%|██████▏   | 62/100 [08:28<04:38,  7.32s/it]token acceptance rate: 0.9758064516129032
 63%|██████▎   | 63/100 [08:35<04:32,  7.37s/it]token acceptance rate: 0.9843342036553525
 64%|██████▍   | 64/100 [08:42<04:18,  7.17s/it]token acceptance rate: 0.7777777777777778
 65%|██████▌   | 65/100 [08:43<03:02,  5.22s/it]token acceptance rate: 0.9755434782608695
 66%|██████▌   | 66/100 [08:50<03:15,  5.76s/it]token acceptance rate: 0.974025974025974
 67%|██████▋   | 67/100 [08:52<02:38,  4.79s/it]token acceptance rate: 0.9694444444444444
 68%|██████▊   | 68/100 [09:00<03:00,  5.63s/it]token acceptance rate: 0.9342105263157895
 69%|██████▉   | 69/100 [09:02<02:18,  4.46s/it]token acceptance rate: 0.9918918918918919
 70%|███████   | 70/100 [09:09<02:43,  5.44s/it]token acceptance rate: 0.9514285714285714
 71%|███████   | 71/100 [09:17<02:53,  6.00s/it]token acceptance rate: 0.9694444444444444
 72%|███████▏  | 72/100 [09:24<02:56,  6.30s/it]token acceptance rate: 0.9776536312849162
 73%|███████▎  | 73/100 [09:31<02:56,  6.55s/it]token acceptance rate: 0.9975308641975309
 74%|███████▍  | 74/100 [09:40<03:08,  7.25s/it]token acceptance rate: 0.9657142857142857
 75%|███████▌  | 75/100 [09:50<03:22,  8.09s/it]token acceptance rate: 0.9973333333333333
 76%|███████▌  | 76/100 [09:57<03:06,  7.77s/it]token acceptance rate: 0.9650145772594753
 77%|███████▋  | 77/100 [10:04<02:56,  7.68s/it]token acceptance rate: 0.9767441860465116
 78%|███████▊  | 78/100 [10:12<02:48,  7.65s/it]token acceptance rate: 0.9698630136986301
 79%|███████▉  | 79/100 [10:20<02:43,  7.78s/it]token acceptance rate: 0.9532967032967034
 80%|████████  | 80/100 [10:27<02:33,  7.66s/it]token acceptance rate: 0.9884726224783862
 81%|████████  | 81/100 [10:35<02:23,  7.55s/it]token acceptance rate: 0.9430199430199431
 82%|████████▏ | 82/100 [10:42<02:15,  7.50s/it]token acceptance rate: 0.948849104859335
 83%|████████▎ | 83/100 [10:49<02:05,  7.37s/it]token acceptance rate: 0.9920212765957447
 84%|████████▍ | 84/100 [10:57<01:59,  7.48s/it]token acceptance rate: 0.9423076923076923
 85%|████████▌ | 85/100 [11:05<01:57,  7.81s/it]token acceptance rate: 0.9574468085106383
 86%|████████▌ | 86/100 [11:12<01:46,  7.61s/it]token acceptance rate: 0.9635854341736695
 87%|████████▋ | 87/100 [11:20<01:37,  7.51s/it]token acceptance rate: 0.9563953488372093
 88%|████████▊ | 88/100 [11:28<01:32,  7.69s/it]token acceptance rate: 0.9921259842519685
 89%|████████▉ | 89/100 [11:35<01:21,  7.41s/it]token acceptance rate: 1.0
 90%|█████████ | 90/100 [11:41<01:12,  7.24s/it]token acceptance rate: 0.9893333333333333
 91%|█████████ | 91/100 [11:49<01:06,  7.35s/it]token acceptance rate: 0.9626666666666667
 92%|█████████▏| 92/100 [11:56<00:58,  7.34s/it]token acceptance rate: 0.9774011299435028
 93%|█████████▎| 93/100 [12:06<00:56,  8.08s/it]token acceptance rate: 0.9801699716713881
 94%|█████████▍| 94/100 [12:16<00:50,  8.50s/it]token acceptance rate: 0.9548872180451128
 95%|█████████▌| 95/100 [12:22<00:39,  7.90s/it]token acceptance rate: 0.9867724867724867
 96%|█████████▌| 96/100 [12:31<00:32,  8.09s/it]token acceptance rate: 1.0
 97%|█████████▋| 97/100 [12:38<00:23,  7.85s/it]token acceptance rate: 0.9142857142857143
 98%|█████████▊| 98/100 [12:39<00:11,  5.83s/it]token acceptance rate: 0.9855907780979827
 99%|█████████▉| 99/100 [12:46<00:06,  6.22s/it]token acceptance rate: 0.9711815561959655
100%|██████████| 100/100 [12:53<00:00,  6.55s/it]100%|██████████| 100/100 [12:53<00:00,  7.74s/it]
#Mean accepted tokens: 3.107266889456785
Token acceptance rate: 0.9681488394496793
